50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States, <=50K
47, State-gov, 80282, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
67, Private, 105438, HS-grad, 9, Separated, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 380922, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K
24, Private, 281221, Bachelors, 13, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Taiwan, <=50K
61, Federal-gov, 136787, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 168826, 10th, 6, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 283913, 5th-6th, 3, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 65, England, <=50K
57, Self-emp-not-inc, 264148, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K
23, Private, 256211, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 24, Vietnam, <=50K
29, Self-emp-not-inc, 142519, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Self-emp-not-inc, 204402, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 84, United-States, >50K
59, Private, 140569, Some-college, 10, Separated, Sales, Not-in-family, White, Male, 14084, 0, 60, United-States, >50K
44, Private, 125461, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
65, Private, 87164, 11th, 7, Widowed, Sales, Other-relative, White, Female, 0, 0, 20, United-States, <=50K
29, Local-gov, 383745, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1485, 40, United-States, >50K
35, Self-emp-inc, 189404, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1740, 40, United-States, <=50K
29, Self-emp-not-inc, 267661, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K
30, Local-gov, 182926, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 15024, 0, 40, United-States, >50K
41, Private, 204682, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 2174, 0, 40, Japan, <=50K
46, Self-emp-not-inc, 220832, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 58, United-States, >50K
22, Private, 211361, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
37, Self-emp-not-inc, 218249, 11th, 7, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
53, Private, 55139, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 10, United-States, <=50K
59, Private, 69884, Prof-school, 15, Married-spouse-absent, Prof-specialty, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
45, Private, 201127, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 164733, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
26, Private, 272669, Bachelors, 13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 20, South, <=50K
55, Private, 197399, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 55, United-States, >50K
66, Private, 86010, 10th, 6, Widowed, Transport-moving, Not-in-family, White, Female, 0, 0, 11, United-States, <=50K
46, Local-gov, 316205, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, >50K
45, Private, 213620, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 339905, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K
36, Private, 231948, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 64, United-States, >50K
42, Self-emp-not-inc, 177937, Bachelors, 13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, Poland, <=50K
32, Private, 281030, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Local-gov, 247794, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
29, State-gov, 147256, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, >50K
29, Federal-gov, 31161, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Other, Female, 0, 0, 40, United-States, <=50K
20, Private, 137300, Assoc-voc, 11, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
65, State-gov, 326691, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, >50K
37, Self-emp-not-inc, 112497, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
43, Local-gov, 174491, HS-grad, 9, Divorced, Tech-support, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
42, Self-emp-not-inc, 101593, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
55, Private, 144071, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
40, Private, 26892, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
21, Private, 351084, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 215395, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K
40, Private, 341835, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
30, Private, 169841, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
46, Self-emp-not-inc, 456956, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
26, Federal-gov, 276075, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
36, Private, 110998, Masters, 14, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, India, <=50K
58, Private, 104613, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
35, Private, 117166, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
41, Private, 171550, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
40, State-gov, 195520, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 49, United-States, <=50K
49, Private, 153536, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 14084, 0, 44, United-States, >50K
31, Private, 188096, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 72, United-States, >50K
19, Private, 358631, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
33, Private, 336061, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
23, Private, 32950, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 91299, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 45, United-States, <=50K
20, Private, 286391, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 2176, 0, 20, United-States, <=50K
39, Private, 286026, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 72887, HS-grad, 9, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male, 3411, 0, 40, United-States, <=50K
39, Private, 139906, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 81, United-States, <=50K
52, Private, 127315, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
37, Private, 188377, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
23, Private, 200318, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
45, Private, 200471, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, United-States, <=50K
35, Private, 222868, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 160220, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Private, 112683, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 12, United-States, <=50K
48, Private, 345831, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 195329, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 2202, 0, 35, Italy, <=50K
19, Private, 189574, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
29, Private, 193152, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 1408, 40, United-States, <=50K
42, Private, 248094, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1740, 43, United-States, <=50K
32, Self-emp-inc, 161153, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1902, 55, United-States, >50K
33, Private, 159888, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 311764, 10th, 6, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 35, United-States, <=50K
26, Federal-gov, 352768, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 194538, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, >50K
28, Private, 214689, Bachelors, 13, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 25, United-States, <=50K
25, Federal-gov, 339956, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K
60, Private, 223696, 1st-4th, 2, Divorced, Craft-repair, Not-in-family, Other, Male, 0, 0, 38, Dominican-Republic, <=50K
35, Private, 160120, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
47, Private, 274720, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, Jamaica, <=50K
17, Private, 327127, 11th, 7, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 20, United-States, <=50K
41, Private, 225892, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
35, Local-gov, 27763, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
19, Private, 86150, 11th, 7, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 19, Philippines, <=50K
45, Private, 183786, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
37, Private, 99233, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 224241, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
47, Private, 280798, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 173321, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 32, United-States, <=50K
35, Self-emp-not-inc, 278632, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 74660, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
61, Private, 136262, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
23, Private, 141323, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
52, Local-gov, 108083, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
33, State-gov, 400943, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
59, Private, 135617, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 155961, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 35, Jamaica, <=50K
28, Private, 199998, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
32, Private, 193042, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 44, United-States, <=50K
51, Private, 348099, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 1590, 40, United-States, <=50K
39, Self-emp-inc, 336226, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 60, United-States, >50K
43, Private, 240698, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 167476, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
35, Private, 335704, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
30, Private, 163003, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 52, Taiwan, <=50K
39, Private, 67433, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 167350, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 50, United-States, <=50K
48, Private, 125892, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Self-emp-not-inc, 113364, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
28, Local-gov, 197932, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, <=50K
46, Self-emp-not-inc, 275625, Bachelors, 13, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 60, South, >50K
25, State-gov, 156848, HS-grad, 9, Married-civ-spouse, Protective-serv, Own-child, White, Male, 0, 0, 35, United-States, <=50K
32, Private, 163604, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
31, Self-emp-not-inc, 323020, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 30, United-States, <=50K
20, Private, 142673, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
62, Private, 113440, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, <=50K
40, Self-emp-inc, 182437, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K
31, Private, 98639, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 174201, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 123780, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 38, United-States, <=50K
37, Local-gov, 212005, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
65, Private, 123965, Bachelors, 13, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 242619, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K
60, Local-gov, 138502, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 7298, 0, 48, United-States, >50K
49, Private, 314773, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 194861, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 400616, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 162621, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 14, United-States, <=50K
63, Self-emp-not-inc, 420629, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 45, United-States, <=50K
50, Private, 99307, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 45, United-States, <=50K
43, Local-gov, 36924, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
60, Private, 74243, Assoc-voc, 11, Widowed, Craft-repair, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
49, Private, 149049, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 14344, 0, 45, United-States, >50K
57, Self-emp-not-inc, 177271, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, <=50K
30, Private, 149427, 9th, 5, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 45, United-States, <=50K
25, Federal-gov, 406955, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
33, Self-emp-not-inc, 196342, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
31, Private, 201292, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 124076, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
35, Local-gov, 230754, Masters, 14, Never-married, Prof-specialty, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
34, Private, 134737, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, >50K
40, Private, 90222, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 28443, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 315804, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 135840, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
43, Private, 118001, 7th-8th, 4, Separated, Farming-fishing, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
45, Private, 166636, HS-grad, 9, Divorced, Other-service, Other-relative, Black, Female, 0, 0, 35, United-States, <=50K
28, Private, 114158, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 24, United-States, >50K
27, Private, 157612, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
28, Private, 199903, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
38, Private, 169104, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
19, Private, 146679, Some-college, 10, Never-married, Exec-managerial, Own-child, Black, Male, 0, 0, 30, United-States, <=50K
68, Private, 99491, Some-college, 10, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
19, Private, 249787, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K
25, State-gov, 260754, Bachelors, 13, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
24, Private, 187115, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 20, United-States, <=50K
36, Private, 268620, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 33, United-States, <=50K
45, Private, 81132, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
31, Private, 323069, Assoc-acdm, 12, Divorced, Sales, Unmarried, White, Female, 0, 880, 45, United-States, <=50K
34, Private, 242984, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
30, State-gov, 193380, Bachelors, 13, Never-married, Prof-specialty, Other-relative, White, Male, 0, 0, 35, United-States, <=50K
40, Private, 220563, 12th, 8, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 187847, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 50, United-States, <=50K
55, Private, 377061, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Local-gov, 176059, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
53, Private, 341439, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 60, United-States, >50K
60, Private, 114263, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, Hungary, >50K
59, Private, 230899, 9th, 5, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K
47, Federal-gov, 20956, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K
62, Private, 122033, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
27, Private, 34273, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1876, 36, Canada, <=50K
36, Private, 174308, 11th, 7, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
59, Local-gov, 212600, Some-college, 10, Separated, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
32, Private, 204742, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
44, Private, 282062, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Self-emp-not-inc, 392286, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
49, Private, 195554, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 44, United-States, <=50K
54, Private, 192862, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
21, Private, 199444, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 44, United-States, <=50K
39, Private, 237943, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 1726, 40, United-States, <=50K
32, Private, 174704, 11th, 7, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
18, Private, 200603, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 30, United-States, <=50K
38, Private, 87556, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 55, United-States, >50K
53, Private, 82646, Doctorate, 16, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, >50K
44, Private, 211531, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
62, Private, 103344, Bachelors, 13, Widowed, Exec-managerial, Not-in-family, White, Male, 10520, 0, 50, United-States, >50K
52, Private, 146711, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
32, Private, 348152, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
43, State-gov, 159449, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
56, Self-emp-not-inc, 110238, Bachelors, 13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
42, Private, 155106, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
46, Private, 160647, Bachelors, 13, Widowed, Tech-support, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
24, Private, 188505, Bachelors, 13, Married-AF-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
28, Self-emp-not-inc, 315417, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 2176, 0, 40, United-States, <=50K
39, Private, 195253, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Private, 77760, HS-grad, 9, Never-married, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 167990, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Canada, <=50K
44, Private, 167005, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, >50K
55, Private, 56645, Bachelors, 13, Widowed, Farming-fishing, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
45, Local-gov, 304973, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 78, United-States, >50K
45, Private, 220641, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 401762, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
23, Private, 203715, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 144351, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
34, Private, 420749, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, Germany, <=50K
51, Private, 106151, 11th, 7, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 126199, Some-college, 10, Divorced, Transport-moving, Unmarried, White, Male, 1831, 0, 50, United-States, <=50K
26, Private, 165510, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 239708, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
62, Private, 210142, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
44, State-gov, 55395, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
51, Self-emp-not-inc, 136836, Assoc-acdm, 12, Divorced, Transport-moving, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
57, Self-emp-inc, 106103, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 60, United-States, >50K
17, Private, 142912, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 211968, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
